,chosun_word_before,chosun_word_after,kyunghyang_word_before,kyunghyang_word_after
7396,주목,전남도,외투,대구고검
7397,유학,임시공휴일,패권,헛소리
7398,CSR,교사노동조합연맹,조정관,7.77%
7399,조승환,소동,필요합,法匪
7400,선거인단,서울경찰청,반전,비정규직
7401,근무지,EBS,베일,화상회의
7402,참가자,강서구청장,공당,저출생문제
7403,다의,앞뒤,정치무대,조선대
7404,성명불상자,당혹감,광주광역,불쾌감
7405,정상적,BBC,거리낌,무기징역
7406,이종은,위증,농림축산식품부,소화
7407,극적,인천공항,집중행동,천문학
7408,30명,손톱깎이,현안,물론
7409,함포,수령자,S&P,제임스
7410,침탈,2.37%,형사소송법,교부세
7411,추적,내란당,도보행진,주진우
7412,그쯤,부통령,온기,선거제
7413,영향력,간부들,후임자,야합
7414,유족회장,1차관,사법정의,사심
7415,평양,수입,이력서,간보기
7416,배우,활력,기본사회포럼,조인철
7417,몸통,수명,통신장비,교수회
7418,모독,신년,열정,법무장관
7419,개국,단언,단견,넷플릭스
7420,김태석,비즈니스맨,국방상호조달협정,로보틱스
7421,3면,코앞,www.khan.co.kr,무기
7422,수렁텅이,공안,대책위,이자
7423,뉴딜정책,해사,허접,연루
7424,총공세,득실,국군기무사령부,감성
7425,즉흥,사법화,고공,공통분모
7426,단잠,약점,귀환패,발걸음
7427,끝자락,복합적,공동집행위원장,공무원상
7428,취재진들,43%,소송법,캐디백
7429,기고가,맨체스터,동덕여대,최소가입기간
7430,자성,비상대책위,포트폴리오,러트닉
7431,대국본,개회사,최종결정권,안상훈
7432,막말,시험대,여력,https://www.khan.co.kr/article/202504291909001/NUrl
7433,정희용,2등,확률,간직
7434,논설실,시골,예단,의대
7435,몰상식,생산지,이슈,사교육
7436,저장,공산,도약,빛깔
7437,오디오북,국민의당,85.9,농업기술원
7438,게시,자유통,실효성,부지
7439,성역,강남,상임고문,수사단
7440,보좌관,아침저녁,3희생자,부족분
7441,성문헌법,보관소,서울서부지법,국정개입
7442,불치병,선별,동네,항고
7443,지부,단식,질의서,국군통수권자
7444,상흔,4분기,블로그,퍼레이드
7445,반고정식,장경태,형사,국기
7446,지명,이현령비현령,연금제도들,항간
7447,traitor,산적,발언자들,한국연금학회장
7448,누질랜드,유념,올출,nayoung
7449,유예,2시간,22%,장관직
7450,29%,역부족,합작,합병
7451,예산요구안,개인투자자,경제성장률,단축
7452,임시적,김천,윤경인씨,SPIN
7453,독차지,금융위원회,김어준,30%씩
7454,이재강,주모,농가,총괄본부장
7455,촉진,외교적,가족정책,배달노동자
7456,친정,사회정의,피해주민들,김범석
7457,상봉소,입각,인사말,정밀
7458,난리,특단,체코,빨갱이
7459,123석,녹색성장,신빙성,무법
7460,거리낌,아마추어,정치문화,새싹
7461,거세,요미우리신문,단일대오,대통령들
7462,동작구,단체들,신인도,페달
7463,미사일,지세,당대표직이,과잉민주주의
7464,중임제,제임스,기금수익률,계엄포고령
7465,구멍,어촌,2만,여도
7466,resign,상승률,변장술,정치범
7467,높이,급진,다각,150조
7468,구분,독서,지휘소,후세인
7469,여자친구,부당이득,약자,암참
7470,사원,홍콩,무서움,정치지형
7471,법인카드,부모님,검사들,대법
7472,물리력,K민주주의,더민재,사당화
7473,훈련기,이메일,엄수,감사원
7474,상임위원장,합동,손안,단독
7475,선교사들,방향성,이종현,맞수토론
7476,최재해,피의,먼지,마음속
7477,113건,바이오,국민주권,반극우
7478,주후쿠오카한국총영사관,안내,경시적,우비
7479,3곳,난세,Index,환송
7480,점들,출마자,수순,전국대의원
7481,양식,양금명,노태악,근로기준법
7482,부친,광복군,막가,막무가내식
7483,참회,호랑이,저개발국가들,찬송가
7484,김용만,판서,설명자료,안전핀
7485,2036년,문필력,적신호,자작극
7486,노력을,법원행정처,합수부,부처님
7487,내무부,정보원,정치자금,https://www.khan.co.kr/article/202504062159015/NUrl
7488,한국리서치,박성재,경각심,투자기업
7489,간부,先塋,이씨,촌장
7490,5%p,응대,결석신고서,독립적
7491,아부,최종심,임세경,지반
7492,1933년,회귀,치장,기재
7493,남녀,성태윤,각종,세월호참사
7494,기정,행정연구위원회,영양,통보
7495,웃음,22기,미군기지,진술권
7496,테러리즘,대연정,득표력,경선캠프
7497,재학,중위,연동,여대야소
7498,세수,우선주,지원정책,월권행위
7499,청계광장,데브로,세계사,인접
7500,공론화,연단,배후조종자,천하람
7501,외모,양질,2024년,며칠간
7502,자릿수,대체적,단박,낙태
7503,공조,틈탄,후진,정당해산
7504,조재구,296만,후원자,삼권
7505,북한군들,677석,천추,51.9%
7506,단념,중소기업중앙회,일병,집회
7507,요원,절호,수도,항쟁
7508,27년,의제,후순위,180석
7509,與大野小,각국,둔산동,석패
7510,8000명,만기친람,형사6부,가이드북
7511,아프가니스탄,2028년,글로벌,망연자실
7512,無黨,잡도리,김광동,독점적
7513,28명,안정권,이상민,구정치
7514,원자로,우비,홍천,출장길
7515,초조,나주,공공부문,매립
7516,허용,특정인,패싱,수정안
7517,대안,포지션,의사표현,공동주택
7518,대사관,주차,위증,6위
7519,데이터,유서,부사,학술
7520,신정훈,반문재인,변경안,주민등록사항
7521,전체적,경상북도,법대,직진
7522,OS,농림,사전적,위치
7523,최고사법평의회,정확,회장들,영끌족
7524,살레,2차관,민간인,애환
7525,비준,홍장,교도관들,탈가치
7526,이재명계,인간적,기상천외,펜타닐
7527,장군님,테두리,과반,12년
7528,김영록,해방자,외상,진영대결
7529,국가미래전략원,시민사회단체연합,추모,호응
7530,설치,미국발,격변,일조
7531,언행,증기기관,의성체육관,부사관
7532,표결권,도성훈,환산,1975년
7533,탄핵각하,책사,필자,후손
7534,공관,특보,국군정보사령관,윤리적
7535,2025년도,세종시청,전화해,삭발
7536,싸라기,장관급,비난,시쳇말
7537,16.3%,수혜,4.2,국정난맥
7538,11시,행정부,이건태,경제대통령
7539,방영,출범식,리액션,파롤린
7540,염돈재,장래성,단체채팅,45세
7541,2~3일,백신,번역,김형석
7542,스텔스,흥망,권유,이광범
7543,직권남용권리행사방해,無學,데스게임,스탑
7544,3시간,2004년,박용갑,건강돌
7545,우방국,촛불행동,막후,선거인들
7546,309만,가처분,평가단장,견인
7547,132만,공제,악질적,무료입장
7548,대법,완전무결,32.03%,언론인들
7549,김윤환,회성,특화,3순위
7550,민감,여의도순복음교회,개명,과학기술군
7551,마카오,해병,국제협력,창설
7552,초등학교,짐승,24일,클러스터
7553,일거,정견,47세,수년째
7554,한국의과대학,마사지,값어치,지역소멸
7555,한상희,풍수,지탱,1개월
7556,폄하,미국통,디시인사이드,고질적
7557,의료비,바탄호,로저,이진우
7558,회기,집권기,봉사,억지력
7559,글자,고발자,193회,국민연금지출
7560,체험,끝판왕,날달걀,사회상황
7561,대원,봉쇄,중점관리사안,교량
7562,2호,1.8,금메달리스트,탄력
7563,책임자,태연,검찰청,취재진
7564,김정재,요리,70.5%,조공
7565,우선적,제이미슨,3심제,유착설
7566,조갑,외벽,옥중정치,치욕
7567,선거대책본부장,연구자,하원의원,탄핵결정
7568,제동,2000명,570만,철학
7569,장종태,뉴스사이트,관장,20세기
7570,12년,대수장,내란우두머리,커밍아웃
7571,FN,사람이,응급,혼합정부
7572,10권,중복,고압적,주민들
7573,집권층,대표부,전산업,이상징후
7574,경계령,상충,대전현충원,서초구
7575,전세,사단,국민개헌협의체,세종청사
7576,임대차,맨투맨,집성촌,불균형
7577,선생,國賓,치열,수출
7578,고기동,8,산간마을,일개
7579,혈통,입지,국민소환,관련자들
7580,단합,거악,효율,교통부
7581,보수층,재이전,대한탁구협회장,어휘
7582,대체율,탈취,정욱,돌발
7583,폴란드,숙의,공천배제,고등법원
7584,항목,단역,사무,무마
7585,조사단,기도실,득의양양,경비단장
7586,준위,8~9일,두려움,경비
7587,1991년,천차만별,928회,처신
7588,단일화,양문석,전가,원탁회의
7589,관할,초격차,Reform,형편
7590,파독,38석,social&utm,성사
7591,문금주,서약,회신,신탕평책
7592,과일,경솔,양승조,국힘식
7593,페르튀이,만료,최성용,아주대
7594,휴스,경위,콜드,이유란씨
7595,공산국가,정정,송두환,중도정당
7596,노르망디,출처,나이별,의아
7597,방통위법,화재,윤석열탄핵국회의원연대,법비
7598,도보행진,명부,김형두,방첩
7599,준동,협의,최저수준,상관
7600,전국구국동지연합회,https://youtu.be/eR195JOvPTE/NUrl,제2공화국,재주신문
7601,국민권익위원장,정규재,아테네,학생
7602,강원택,구실,와인,집합
7603,응급의료,합참의장,고리,명시적
7604,중랑구,850만,최후진술,재분배
7605,결정체,하루,인도,차관들
7606,양극화,플레넘,31조,상속
7607,해작사,고건,지인들,형사처벌
7608,선출권,곤란,로텐더,6표
7609,법무비서관,이하원,의원총회,인터넷
7610,가수,연합사령관,기업들,분기별
7611,공직사회,삼고초려,북한군,이천시
7612,5%,연사,분식집,30여명
7613,그라운드,6.25,7시,세대들
7614,악다구니,경국대전,엄호,자유민주주의수호
7615,교육부,상반,손태그,김세훈
7616,선발,국력,탄핵기각,합의서
7617,남부,승수,황재호,뒷세대
7618,가문,중앙재난안전상황실,달가량,교죄
7619,시즌2,아이,백척간두,AI연구원장
7620,태평양,중책,청원인,2.2%
7621,수미,고고도,무장군인,전현희
7622,28시간,자서전,피케팅,듯이
7623,무분별,중립적,행위자,217조
7624,상징성,감사원장,핵확산금지조약,부적격
7625,해군,한경협,정치깡패,단정적
7626,경제성장률,호스퍼드,식당,도망
7627,명단,후보님,중앙선거관리위원회,진민
7628,불길,설전,손영택,고양
7629,캄차카,알래스카주,체포과정,손도장
7630,수개표,광역단체장들,배후,통합선거인
7631,해양경찰청,2회,차예희씨,켈로그
7632,OICI,수사관,1980년대,토끼
7633,수요,신청자들,오용,구사
7634,출판,지상파,독성,지방
7635,200~300명,치명타,법정구속,허진무
7636,김민웅,파괴자,외국인,판가름
7637,패러다임,가짜,14.2%,21분
7638,알바로,중시,사생활,시비
7639,FSB,일생,맹탕,정당제도
7640,강남권,1500만,1992년,22일
7641,인물사,학연,리트머스지,중앙정치권
7642,업체,박완수,부동산시장,중앙선
7643,동상,태아,시국간담회,성태윤
7644,한태경,합작품,촉구안,대반전
7645,rule,원론적,빌라,화환들
7646,제재,도박,결정일,큰일
7647,부정경쟁방지법,신성장,문화비평가,지인
7648,석상,등록일,소지자,예시
7649,11명,하회,입체적,기후경제
7650,지원책,공화당,병폐,굴레
7651,소수,보충,인권문제,사진촬영
7652,대포밥,5.17%,조문,향유자
7653,이반,文盲,윤종군,절대노동시간
7654,93.3%,주미,인플레이션감축법,의기양양
7655,고비,비위,수사의뢰,워라밸
7656,사회자,법무,2%,확충
7657,특례,노고,비닐,가택구금
7658,야간,U.S.,불굴,공룡
7659,우드로,치명적,2연,단초
7660,잼비디아,형사고발,외교자산,강좌
7661,대등,레닌주의,사회대개혁비상행동,0.73%
7662,추측,논객,파면때,호헌
7663,임원,제54조,사회공헌,부서
7664,재발의,악수,계산법,3.1%
7665,강원지사,자구책,업체,15조
7666,715일,추세,미련,김재원
7667,최고위직,경영학부,창출,후유증
7668,불응,주변인들,첨단산업,실행의지
7669,상존,이기백,12개,인멸
7670,아렌트,방송통신,찬탈,보람
7671,경영자,선출직,Cop,퇴출
7672,인상안,저축,코스프레,종결자
7673,총궐기,김영호,통상환경,연설회
7674,박연수,윤종군,지하철,12.2
7675,연구소,새만금,국가고문직,내란청산사회대개혁비상행동
7676,북한인권,서방,이유진,근본적
7677,불만족,광풍,물적,거시경제
7678,아사자,연기,빌드업,투표지
7679,2071년,부사령관,방첩사,협력국장
7680,지휘관들,중견기업,노씨,남짓
7681,야욕,예비비,3건,K이니셔티브
7682,재탄핵,생계,역조,개회
7683,2.5일,결성,송출국,평화과정
7684,유족,콘돔,김유진,성취
7685,동유럽,위주,7개국,긍정적
7686,방식들,육군참모총장,뉴데일리,송씨
7687,정치색,최저임금,통상국가,협상단
7688,대한상의,흡수,여인형,개싸움
7689,탄핵결정,부친,미국민,충북도청
7690,한강변,원론,전문가연,중량급
7691,FT,리터당,투하,연석회의
7692,경지,친정,87체제,탄핵심판절차
7693,법률안,탄핵심판,나날,철퇴
7694,일행,국민선택,김영빈씨,실업급여
7695,실정,굴복,김대기,가계소득
7696,색채,제7공화국,주장들,선거비
7697,구인장,위기상황,프리미엄,단적
7698,철거,국민소통위원장,통수권자,한국기독교
7699,재심의,정희용,소득보장,자유공화국
7700,산업통상자원중소벤처기업위,김대식,컴퓨팅,과거사정리위원회
7701,디지털,認否,관계자들,280m
7702,29명,자양재단,요란,세수
7703,비확산,현의회,필수의료,온건보수
7704,정치학자,김용만,용산대형,사세행
7705,최종판,새피,선거관여,16대
7706,간호보조원,컬처,물고기,홍보관
7707,3300만,여수,장녀,평균득표비율
7708,서정건,촉진,33회,궐기
7709,5개월,전략총괄위원장,미래세대들,고령층
7710,단정,서점가,방영,결과적
7711,젊은이,풍자,국제성,남북정상회담
7712,OECD,촌극,자치,전적
7713,서울현충원,유예,조건,민주당원들
7714,사상,29%,주지,메카
7715,핵보유국,국제문제연구소,사회복지,편집부
7716,제3국,자취,서지현,예술인들
7717,항공안전법,독차지,재의요구안,학창
7718,선전,게시,그저께,실무협의
7719,후진,프랑수아,과잉대응,윈윈
7720,외가,선진대국시대,바이든,화양연화
7721,폐해,통폐합,의원회관,의학교육정상화
7722,이집트,뮌헨,치명상,일제
7723,14.2,한국교회총연합,집단지성센터,로마
7724,이광희,총공세,김종혁,불체포특권
7725,범행,모독,좌파적,복합
7726,직행,서울런,호소문,장갑차
7727,우회전,흡족,색깔론,워싱턴D
7728,송현주,자성,인명피해,중간고사
7729,의왕,막말,영입,신선종
7730,전자담배,부산시청,감자,압수량
7731,윤영철,아부,진국,새치기
7732,학장들,최재해,SK,1000호
7733,입씨름,단체장들,조타수,노란우산공제
7734,입헌정치,WB,불기소,화랑유원지
7735,종교,투표수,해상정찰,재생
7736,169루블,배우,불합리,선배님
7737,장년층,평양,크리스,강릉
7738,새미래민주당,채택,쟁취,노보
7739,송재봉,보루,재석,벽보
7740,피트,쇼군,적성,업무
7741,조직인,170일,만류,임태훈
7742,공신,70~80%,매크로,도어스테핑
7743,사우디아라비아,표준,구성원,중앙선거관리위원회의
7744,운영체제,기본사회,내장,무조건적
7745,친여,헬스,막강,짜증
7746,답장,고속도로,비상체계,무역균형
7747,효율부,41,소득세,광물
7748,35.5%,institutional,벼락거지,불통행정
7749,중징계,김규식,간첩죄,선점
7750,불변,예견,학계,촉발
7751,보스버그,재개발,어머니,SSBN
7752,減稅,법인카드,MS,수입
7753,사법절차,크레딧,광주시의회,87억
7754,과언,우왕좌왕,반기문,한참
7755,윤미향,적폐,특성,감옥행
7756,3%포인트,에너지믹스,주도적,켈리
7757,분신,난리,만사형통,주거비
7758,180일,믿음,와중,중앙당
7759,public,줄라이,100여단,태백
7760,빌딩,양육,호세,귀가
7761,대대적,주상,충북,생활수준
7762,밤샘농성,참극,활개,의무적
7763,KTX,동작구,중수청,책임부총리제
7764,8차례,미사일,알제리,11일
7765,실질화,Naturtypus,잔뼈,특수활동비
7766,뚜껑,2000억,어제저녁,추징금
7767,핵탄,근로의욕,유인물,계엄해제
7768,중대하자,중임제,작전통제권,주눅
7769,정직,활기,595회,총책임자
7770,96만,구멍,33%,미래희망
7771,고지,높이,후방,3000여석
7772,마당,자료실,IOC,양성평등가족부
7773,9057억,表見,140명,공직자들
7774,박균택,당일,미비,생가
7775,영결식,경질,75년,장치
7776,고운사,충돌설,과학자들,애초
7777,가족,호통,삽화,예비후보
7778,한명숙,고백,예금,천도
7779,사퇴요구,절감,하락세,추천권
7780,삼권,안목,사회학자,회의감
7781,근본적,지방자치단체별,제6선거구,최적격자
7782,순교자,금융회사,군불,계획들
7783,농반진반,행위자,강제적,형법
7784,규합,서울대,국정원,현역군인
7785,매각,진료,시녀,조현석
7786,중식당,AX,오점,노동절
7787,자유의,기본금융,재도약,일반주주
7788,염두,혈안,도민들,유럽
7789,과학기술정보통신부,월북설,종중,국가공동체
7790,공무,압력,의도적,행정법원
7791,나이들,흔적,30여분,50세
7792,연금개악,온기,송곳,조형국
7793,노회찬,박심,보유국,인제군
7794,부채질,알파,EU법,지식인
7795,판문점,부근,medium,파당적
7796,단둥,소비자들,단칼,몸짓
7797,국면,오클라호마시티,선글라스,이준헌
7798,이상민,영접,선관위법,남해군수
7799,입원,시조집,전체주의적,대통령기록물법
7800,2030세대,항공우주,이헌승,군산
7801,직위,산사태,트럼프발,전쟁포로
7802,대한민국시도지사협의회,기일,주먹구구식,김태현
7803,평민당,재충전,한국전력,6~7
7804,출입국관리소,앞바퀴,김능구,스피커
7805,反尹,방면,퍼스트,국어
7806,10시,게릴,양한,비상의원총회
7807,소방관,압사,헌법수호,연속적
7808,기네스북,실천력,원어치,낭떠러지
7809,안일,북한군,민권법,임대료
7810,농담,폭발,변제,ABCDEF
7811,배회,월남전,70세,구청장
7812,악의적,대지급,자욱,이차보전
7813,3월,반민주적,협정,10.5%
7814,일견,피살,존재감,기구
7815,추계위,강철서신,시국회의,장애물
7816,海外事情,대정부,19.0%,직권남용죄
7817,100명,전한길씨,제로,중독
7818,원조,명품,KT&G,고위험지역
7819,과세,공석,사연금,호감
7820,구름,구조적,주임,14~16일
7821,40일,서울고등법원,강위원,59.9%
7822,생존,홍장원,피해망상,2270호
7823,파리,맞대응,동창,하와이
7824,700여명,대선판,키이우인디펜던트,사전투표지
7825,응급,색출,이석연,여론조사표
7826,적자분,속셈,난입,4~5%
7827,전략원장,제왕적,헤그세스,사회제도
7828,적화통일,합리,기성세대,경북도청
7829,외교학,존슨,누리꾼,기후동행카드
7830,기뢰,18민주,보편적,수정
7831,101조,흥성,종결,좌천
7832,신흥,영사관,중대결심,https://www.khan.co.kr/article/202403011904001/NUrl
7833,5.5%,이데올로기적,뒷순위,공과
7834,지칭,성역,급물살,장사
7835,패잔병,보좌관,동화,귀환
7836,잡지,전기고문,음식,억지
7837,당선무,지부,의료인력수급추계위,독식
7838,부승찬,이경재,의학교육계,정치문법
7839,본격적,총사령관,스트레스,592만
7840,살육전,가동,고아,발호
7841,세이치,경쟁적,고질,신의
7842,어르신들,소구력,근방,혁신적
7843,헌법개정국민행동,수상자,중기,8기
7844,개사,행적,건강검진,푸른색
7845,당대표직,박성섭,깊이,Culture
7846,휠체어,특별출연,공습,파악
7847,예전,구두,포지셔닝,우의
7848,경종,로켓,계엄해제요구의결,저울
7849,가격,오유경,적법절차,에디터픽
7850,파티,동작,윤기중,76세
7851,후신,무역수장,싸움,입법전
7852,비신뢰,8.6%,박탈감,고위직
7853,주지사,발부,혼자,보조
7854,본안,원희룡,국영,숙련
7855,흥정,한편,은행법,이라크
7856,녹취,잠수,대포탄,내무부
7857,대전현충원,200여,보폭,명칭
7858,이젠,풍토,노동자,보충
7859,강제구인장,20%,1호기,707특임단
7860,격차,회관,가맹점,기저질환
7861,고시,탄핵소추권,12시,충북대
7862,파탄,구경,스티로폼,법칙
7863,세월호,대통령직인수위원회,이관,등치
7864,김만배씨,곽종근,반환,투시
7865,주연,시합,위성곤,신뢰수준
7866,이마트,비공개,대피소,홍종기
7867,집중적,저널,수역,장기체납
7868,북미,방점,기업별,안보리
7869,1200명,식장,반일행동,의료개혁특별위원회
7870,저지선,0.1%,신호,증오
7871,제약,엘리트,울산시,류호정
7872,올림픽,사우디,경쟁적,군사적
7873,고산,밀입국,적폐,플랫
7874,김현정,회원국들,합의점,낙심
7875,이민자,천편일률적,2027년,폭풍
7876,표창원,기획재정위원장,깁스,빅4
7877,자판,나비,동일성,5.2%
7878,조계사,오상배,인기,23.2%
7879,출근길,가계,알샤라,이번주
7880,발신,사전투표제,금액,민관
7881,번씩,침투사건,쌍방향,3.90%
7882,XXX,감옥,60여명,종국재판
7883,확전,19,일환,주석
7884,피눈물,산책,허은아,개월여
7885,탄핵소추서,상반기,만일,사업설계
7886,국가원로자문회의,연구진,가수,교육세
7887,미군,국회선거위원장,킹석열,재결집
7888,국격,신변,농성장,국방부
7889,머신,이맘때,선거판,역학
7890,비상사태법,눈매,반도체법,자식
7891,남송,아귀,공동행동,서왕진
7892,경복고,고유,300억,업무수행
7893,4억,파병,국회무궁화포럼,반탄파
7894,스포트라이트,쇄신,과학기술공동위원회,중량감
7895,아르바이트,영부인,유실,서여의도
7896,대행직,멀티,통합집중투표,예사
7897,테러,계열사,한광희,강훈식
7898,트랙,건수,강명구,사본
7899,광기,프란치스코,적법성,계엄이
7900,통찰,만델라,임대,투척
7901,원내부대표,이외,노인빈곤,별도
7902,개편,근로자휴가지원제도,현실정치,70~80%
7903,손봉호,여론전,경찰관들,IRP
7904,천명,현안질의,이순신,민원사주
7905,공습,빚더미,금자탑,점선면
7906,위헌법률심판,병리,집착,차이점
7907,Enemies,패권국,분기,파기환송인
7908,전화번호,이화장,시험대,즉시항고
7909,내막,10개,금융권,인하대
7910,당진,우인성,불허,풍요
7911,미완,국가안보,경제주체들,기저
7912,통칭,이양,율사,68길
7913,가족들,채무,유산,갈등지향적
7914,외교위원장,3.36%,인공,유도선수
7915,확산금지조약,자주민보,노곡리,이지스
7916,소화,비상식적,혐오발언,경마식
7917,어프렌티스,내부망,권씩,박경미
7918,비이재명,중지,월급쟁이,사회통합력
7919,영문,단어,일괄,55일
7920,7명,300만,노무현,그래픽
7921,보시라이,둥지,중앙일보,예선
7922,선도,법조인,16쪽,지방의료원
7923,종로구청,제이슨,진리,1.0%
7924,아쉬움,형사재판,조항,1시
7925,교류국,신하들,망국,교섭단체별
7926,10회,공직자들,찬물,회유
7927,베이징,양성,자식들,전망치
7928,극우세력,공통,찬가,책임자들
7929,19일,경제팀,망발,적의
7930,아전인수,前任,21%,630개
7931,친명계,신행정건설추진위원회,교회력,문민정부
7932,방통위,1467만,계엄포,시인
7933,300차례,출생,입법독재,성행위
7934,7월,공간,구별,5.5%
7935,선동가들,경륜,포괄적,권한쟁의
7936,개명,혼잡,17일,800명
7937,부상병,강행규정,햇살,논밭
7938,문민정부,제이비어,회초리,2층
7939,이모,슬픔,48%,원심판결
7940,당략,보통,보전금,형사고소
7941,취재,영사협정,피신청인,방송법
7942,4당,우군,조서,브라우닝
7943,계엄군,쿠르스크주,균형적,신원조사
7944,選數,안전청,투병,어깨
7945,병사들,과천,이성재,산업군
7946,1차,애국가,문양,무주택자
7947,Peak,방송인,부결,집필
7948,잠수함,지일,오피스텔,소나기
7949,특수전학교,상품,환경부,사단
7950,미2사단,런던,카테고리,납부기간
7951,내란주범,횡사,지속적,일산구
7952,안드레이,不敢請固所願,반여성적,회의장
7953,인하,뒷면,영화인,상향조정
7954,진성준,지평,석방지휘서,송출
7955,깡통공화국,소극,연구보조원,자율권
7956,역반응,선의,어이,광주민주화
7957,흥미,중점적,골몰,인사청문회법
7958,연금강화국민행동,폭설,독설,점철
7959,중순쯤,초대장,내란동조,각축전
7960,지위,교도소,기치,지장
7961,附議,진실화,진학,배상윤
7962,나이대,정치개혁,임정,전용기
7963,정적,원칙적,100.7,집담회
7964,오스트리아,초등학생들,극대,파행
7965,편중,56,비문명적,울산광역시
7966,제럴드,사건들,인구집단,주둔
7967,근로소득세,특구,폄훼,0.7%
7968,10분,한기호,RDD,경제주체
7969,담양군수,882%,발상,국민평가
7970,함장,군사력,순위,언론인단체
7971,양보,분량,후보단일화,정치개혁안
7972,국힘,능사,재해보험,손발
7973,김오석,나르시시즘,관광,배분
7974,원동력,400일,회원,K-DOGE
7975,무한,정재,비주류화,3700여명
7976,KF-,벽두,여씨,주교회의
7977,반기,원점,전하규,경제관
7978,숫자,32,물가,건국설
7979,월급,불리,박범계,평소
7980,대서양,동기비,경복궁역,돌풍
7981,255인,절친,스님,50.7%
7982,초대,악명,활동가,가공
7983,특별보안계획,조계원,평판,포스트탄핵
7984,거제시,현명,93.0%,요청안
7985,여행,저리,신변보호,지역화폐
7986,귀책,벼락,수석위원,주거정책
7987,힐러리,무게,신분,전자
7988,복붙,46.8%,강간죄,제보
7989,40년,전과자,독박,감독원
7990,개회,총체적,900만,시기적
7991,태부족,노동운동,자본가,먼저
7992,허은아,격퇴,손질,생사
7993,정변,107표,제3,장성군
7994,입항,피터스,여전,LLM
7995,개편안,직무집행,실용적,사회지도층
7996,사투,3국,좌지우지,최적화
7997,한국야구위원회,애로,엘브리지,의정부시
7998,직속,19대,국가주석,촉진
7999,스토리,싹쓸,예비검속,노골
8000,투잡,쇼크,러시아연방,장교들
8001,재량,고위공직자,추종자들,실거래
8002,조사선,통합력,네타냐후,대선용
8003,장담,신문,김영배,선수
8004,미공표,백날,안내,편입
8005,파고,100여,기독교,국군방첩사령부
8006,무능,이석,형법적,과잉
8007,해악,중심지,조상래,사회민주당
8008,집값,대공,19%,일행
8009,remove,권한쟁,철거,김양희
8010,형사1부,호혜,확장억제,단순
8011,5만,새정치국민회의,응답거절,조선
8012,기속,국민패스,312건,형사소추
8013,펜스,31번,결재,국내외적
8014,군단,서범수,광인,내란세력
8015,중순위,80만,10여년,과시
8016,만세삼창,관세전쟁,김경현,속살
8017,대못,동창,BBS,컨벤션
8018,차관,3호,서바이벌,갈림길
8019,계약제,로키,강의실,뉴노멀시대준비위원회
8020,전적,지역내,채혈,대한민국정부수립국민축하식
8021,참모들,결집체,개척,도피
8022,점철,88.16%,말레이시아군,실토
8023,강경파,NMD,연합회,제7공화국
8024,준칙,호위,소라미,정리법
8025,3~4년,합의실,중론,인수위
8026,잠재적,본예산안,조폭들,고소득층
8027,70여,농업,편집,안녕질서
8028,친화,마상윤,처세술,알카에다식
8029,분쟁,토로,유스,로비
8030,한보철강,도시,탄생,존엄성
8031,하사,선제,소지,착각
8032,공전,사령관,서지영,수봉공원
8033,가칭,조류,숙주,개편의
8034,생계비,잠시,납입,긴장
8035,제정,9010원,공공거버넌스,대한민국주의자
8036,참전자,전태일,제약들,폄하
8037,기득권,한마음,앵글,호칭
8038,우호,호기심,정씨,포인트씩
8039,承服,아베,기표,용인대
8040,반국가선전선동죄,26%,14.3%,6명
8041,소신,입력,와이셔츠,옥중서신
8042,포인트씩,미국무역대표부,상업,정주영
8043,국감장,건국,소구력,곤경
8044,북아,한민수,머리,규모가
8045,영등포경찰서,제철보국,위례,열기
8046,유신,적발,1만큼,선관
8047,집회서,김계리,현실적,2025년도
8048,스캔,검사들,제각각,영혼
8049,혁신기업,인천국제공항,통상적,꽃샘추위
8050,참고인,재협상,법치국가,의장님
8051,파행,수산식품부,케네디,81%
8052,최재희,150m,국회의장실,집약
8053,과학기술,남성,골목대장,분리대응
8054,재계,친야,공문서,2항
8055,정원,반대쪽,신부,수도권
8056,정신병원,조세,자전거,친문재
8057,首長,진화위,국난,구직급여
8058,송부,6.5,힐러리,집권자
8059,정종,철학자,도덕률,민정수석
8060,능동적,대외,대한체육회장,형태
8061,피고인들,지주,Economic,보충의견
8062,특수관계인,거주,경찰통제선,지방의회
8063,참사,敍事,쇄빙선,상임총괄선대위원장
8064,단기간,부산세계로교회,허위공문서작성죄,무더기
8065,부도,일터,헌법상,한국보건사회연구원
8066,총통,비밀리,선결,저조
8067,서미화,Hot,감세정책,1504명
8068,사무차장,종일,의정,타이밍
8069,신YS계,CCTV,묘사,고지
8070,철저,캄보디아,목적지,대납
8071,청주시,이웃,소비시장,감사관
8072,은연중,헤겔,취약계층,좌파카르텔
8073,허주,폭력정권,지엽적,마약
8074,2025년,패스트,연구비,임관자
8075,장비,실노동시간,매듭,최민호
8076,부장,정산,재탄핵소추,e북
8077,감정법,침식,경제산업조사실장,선거관리제일주의
8078,선동질,최서원,공무,선례
8079,어려움들,증권가,불량국가,본선행
8080,동해안,심취,이성윤,주기적
8081,38국,총영사관,강원도청,미동맹강화특별위원장
8082,장식물,한국국방연구원,유럽연합,20%가량
8083,성동구,대대장,송봉섭,서거
8084,원활,186석,드미트리,공사장
